date,equity,cash,positions,blocked_exits
2025-07-02,100478.07173107598,86.07173107597919,1,0
2025-07-03,102614.07173107598,86.07173107597919,1,0
2025-07-04,98248.23146365995,348.2314636599622,1,0
2025-07-07,96609.27166090597,351.27166090597166,1,0
2025-07-08,97924.27166090597,351.27166090597166,1,0
2025-07-09,97135.27166090597,351.27166090597166,1,0
2025-07-10,97135.27166090597,351.27166090597166,1,0
2025-07-11,96872.27166090597,351.27166090597166,1,0
2025-07-14,95752.97542477398,24.975424773976556,1,0
2025-07-15,93272.97542477398,24.975424773976556,1,0
2025-07-16,91784.97542477398,24.975424773976556,1,0
2025-07-17,91258.497050926,160.49705092600198,1,0
2025-07-18,89989.533479398,1087.533479398,1,0
2025-07-21,90856.90513787001,216.90513787000964,1,0
2025-07-22,90236.14130213801,176.141302138014,1,0
2025-07-23,90198.49764333,43.497643330003484,1,0
2025-07-24,91293.49764333,43.497643330003484,1,0
2025-07-25,90928.49764333002,43.497643330003484,1,0
2025-07-28,90928.49764333002,43.497643330003484,1,0
2025-07-29,93483.49764333,43.497643330003484,1,0
2025-07-30,101627.736927706,635.7369277060061,1,0
2025-07-31,102203.477459392,101.47745939200104,1,0
2025-08-01,103744.436305126,13.436305126000661,1,0
2025-08-04,103744.436305126,13.436305126000661,1,0
2025-08-05,106300.436305126,13.436305126000661,1,0
2025-08-06,107880.43029087402,132.430290874021,1,0
2025-08-07,107004.43029087402,132.430290874021,1,0
2025-08-08,112698.43029087402,132.430290874021,1,0
2025-08-11,114338.75863934204,104.75863934203517,1,0
2025-08-12,113003.80294645405,73.80294645404501,1,0
2025-08-13,114371.27094133405,601.270941334049,1,0
2025-08-14,111403.80491596607,109.80491596607317,1,0
2025-08-15,111403.80491596607,109.80491596607317,1,0
2025-08-18,112030.85401911208,135.85401911208464,1,0
2025-08-19,114655.42213679211,490.4221367920982,1,0
2025-08-20,117201.4284705401,21.428470540093258,1,0
2025-08-21,118457.7796705501,126.77967055009503,1,0
