k,组合数,单模型净收益均值,门槛净收益均值,门槛净收益最小,门槛净收益最大,回撤均值
1,3,0.7939485518491384,1.3180095345029936,0.8316825910501948,1.6056626656898558,-0.37822134560592335
2,3,0.6550757825288986,1.2293257032575762,0.7808022060037934,1.825813674033617,-0.3882517527404496
3,1,1.1463068157801763,1.7772099893449322,1.7772099893449322,1.7772099893449322,-0.3464230957456228
