factor,ic_mean,icir,ic_pos_years,years,max_abs_rho_vs_old
afx_fi_q_gc_to_gr,-0.002409858601403714,-0.35665807004224453,2.0,8.0,0.1614517602660185
afx_is_compr_inc_attr_p,0.0023860615467516826,0.18410843681017028,5.0,8.0,0.14062045624944663
afx_cf_incr_oper_payable,0.002316984354142045,0.2697290681446636,4.0,8.0,0.19633142609203136
afx_fi_equity_yoy,-0.002315344217719986,-0.35913090667145053,2.0,8.0,0.24644754077443892
afx_is_basic_eps,-0.0022927750124754906,-0.25404503412189366,4.0,8.0,0.2896750274366182
afx_fi_bps,-0.0022852680351161197,-0.23667202520813216,3.0,8.0,0.45839447315399917
afx_fi_salescash_to_or,0.0022810825884553173,0.4275992052927258,5.0,8.0,0.12528628580902573
afx_cf_proc_issue_bonds,0.002240002159337477,0.2460093693695871,5.0,8.0,0.2757579315415375
qf_cash_margin_vol_4q,0.0022373719819398638,0.3020843614764365,6.0,8.0,0.9726017489324026
afx_fi_q_saleexp_to_gr,0.0021888988577490826,0.381191176527521,4.0,8.0,0.1852356389512694
afx_fi_q_profit_to_gr,0.0021540910551969637,0.36970140131003476,5.0,8.0,0.48464105868849866
afx_fi_q_profit_qoq,0.002152354861764559,0.6077223940940898,5.0,8.0,0.26039037112028496
afx_is_diluted_eps,-0.0021466226259320336,-0.23603140731870434,4.0,8.0,0.16507986759582977
afx_fi_q_netprofit_margin,0.002136004452780189,0.36882502960522223,5.0,8.0,0.19611782113553974
afx_fi_ocf_to_interestdebt,0.002078093282338507,0.3998281790011048,5.0,8.0,0.5294031806270073
afx_bs_div_payable,-0.0020701885044607316,-0.21141972209905996,4.0,8.0,0.2597748710555613
afx_fi_q_op_qoq,0.0020644318380208145,0.600991863922522,6.0,8.0,0.16959458578427244
afx_fi_q_op_to_gr,0.002043461147217356,0.36449029228155616,5.0,8.0,0.4573758084173222
afx_fi_roa2_yearly,-0.0020326769148527866,-0.27260284394946116,3.0,8.0,0.20605064618637212
afx_fi_roa,-0.0020326769148527866,-0.27260284394946116,3.0,8.0,0.1885867754300124
afx_fi_arturn_days,-0.001993751947720035,-0.38864744795736295,3.0,8.0,0.44496280031321184
afx_fi_cfps_yoy,0.0019823418479172454,0.48830175950611127,6.0,8.0,0.18243635380987377
afx_is_compr_inc_attr_m_s,0.001977049524578349,0.25003976831847036,5.0,8.0,0.3023157859090321
afx_fi_dt_eps_yoy,0.001955946386108967,0.331165474227456,5.0,8.0,0.6610773431045313
afx_fi_expense_of_sales,0.0019362456537311916,0.3189419692905476,5.0,8.0,0.1826309195441224
afx_fi_adminexp_of_gr,0.0019312070106882503,0.3392486447565589,5.0,8.0,0.1629055458537264
afx_fi_q_ocf_to_or,0.001913989117260326,0.7252289436148979,5.0,8.0,0.34504875169548926
afx_cf_oth_recp_ral_inv_act,-0.0019106665105144503,-0.47557609436045933,2.0,8.0,0.3576413421460826
efx_forecast_revision_delay,0.001899183113011402,0.48625865179335814,6.0,8.0,0.6886286423539753
afx_fi_basic_eps_yoy,0.0018799724965387948,0.3203162584681134,4.0,8.0,0.37960112017107045
afx_fi_inv_turn,-0.0018384498188712428,-0.4172316795655073,2.0,8.0,0.15774012286517994
afx_fi_tangasset_to_intdebt,0.0017967877161713152,0.4706585503168161,5.0,8.0,0.17662374774424186
afx_cf_incr_def_inc_tax_liab,0.0017845969024430804,0.26976095776704995,5.0,8.0,0.11648587748793164
afx_fi_eqt_to_interestdebt,0.0017499120072490644,0.4778470168694651,5.0,8.0,0.2461985221959391
afx_cf_decr_oper_payable,0.0017257101111491768,0.1817532173733729,4.0,8.0,0.3418261793330161
afx_fi_ca_turn,-0.0017247604514218026,-0.3075284127971193,4.0,8.0,0.583201180475263
afx_fi_ocf_to_or,0.0016819170095601474,0.36273659759270893,5.0,8.0,0.16522132881397356
afx_fi_assets_turn,-0.001666631357077086,-0.26440533889868373,4.0,8.0,0.3705057181783422
afx_fi_ebit_to_interest,-0.0016402841939137883,-0.3761452073703299,3.0,8.0,0.390984003117571
afx_fi_profit_dedt,0.0016399204659794933,0.08963438938211056,4.0,8.0,0.30288430846633424
afx_cf_im_n_incr_cash_equ,0.0016364184400204694,0.302508334497551,5.0,8.0,0.2896131359992899
afx_cf_beg_bal_cash_equ,0.0016362031028567827,0.45345551144036705,6.0,8.0,0.3267574436656316
afx_bs_hfs_assets,0.0016181591050845549,0.5290242070949959,5.0,8.0,0.3608495693171087
afx_fi_ebit_of_gr,-0.0015565699198057637,-0.24250863785202634,4.0,8.0,0.16286311664133993
afx_fi_roa_yearly,-0.0015495806902483143,-0.2023555701422002,4.0,8.0,0.3627023896667183
afx_fi_npta,-0.0015495806902483143,-0.2023555701422002,4.0,8.0,0.2771534245879249
afx_cf_incl_dvd_profit_paid_sc_ms,0.001497507246892381,0.14217488137665057,7.0,8.0,0.025361272825994857
afx_fi_tax_to_ebt,-0.0014974252825066736,-0.4449640566866174,3.0,8.0,0.29071958113620117
afx_fi_q_opincome_to_ebt,0.0014542718369761772,0.39521151530480153,5.0,8.0,0.266969764832203
afx_bs_fixed_assets_disp,0.0014106946636590532,0.23711866376366783,5.0,8.0,0.5748760280992349
afx_fi_roa_dp,-0.0013890798218048942,-0.18610703948450055,4.0,8.0,0.2098289341355757
afx_fi_fcfe_ps,0.001379279433546681,0.14628778132538525,5.0,8.0,0.1302410856170633
afx_fi_ocf_to_netdebt,0.0013614406549694166,0.31290917747773606,4.0,8.0,0.3586163102537326
afx_fi_non_op_profit,0.0013608108168696423,0.39349458726735614,6.0,8.0,0.18082061011085188
afx_fi_cash_to_liqdebt_withinterest,0.0013433586005317565,0.550355087281729,5.0,8.0,0.618481383846186
