factor,ic_mean,icir,ic_pos_years,years,max_abs_rho_vs_old
efx_top_net_rate,-0.007715548012486662,-0.9008458736935343,1.0,8.0,0.251154231180902
efx_lu_first,-0.0076789653052572755,-0.6696078163823586,2.0,8.0,0.4054704240542688
afx_cf_finan_exp,-0.007625974992459532,-0.952034147506798,1.0,8.0,0.3307412739550952
afx_bs_taxes_payable,-0.007578448730776984,-1.0274416381763194,1.0,8.0,0.2987448228166946
afx_cf_oth_cash_recp_ral_fnc_act,-0.00751100226479922,-1.356897637430553,1.0,8.0,0.44351696393818
qf_sales_growth_accel,0.007440635101309082,1.9133324825599445,8.0,8.0,0.444457661677965
afx_bs_oth_liab,0.007254934591172753,0.6626307448477335,7.0,8.0,0.16842660754342742
afx_bs_oth_assets,0.007235449735441709,0.6599494274004543,7.0,8.0,0.5631589200712729
afx_is_oth_b_income,0.007178314973221597,0.6534793214975225,7.0,8.0,0.37337364350036567
afx_is_oper_exp,0.007147825763875284,0.6521503331320948,7.0,8.0,0.8786776687574619
afx_is_n_oth_income,0.006954745530399309,0.6483133447056938,7.0,8.0,0.41058407426680976
afx_is_other_bus_cost,0.0069156724530384205,0.6676850145526069,7.0,8.0,0.24809740589244358
afx_is_n_oth_b_income,0.00687788096950627,0.6671109758280267,7.0,8.0,0.44419368704844814
afx_is_n_commis_income,0.006846404029840372,0.6869611551099234,7.0,8.0,0.5350043119974609
afx_cf_n_depos_incr_fi,0.006805055499790641,0.8354660069145429,7.0,8.0,0.15278977304880023
afx_fi_interestdebt,-0.006739325150396104,-1.1834472727009402,1.0,8.0,0.19230415709536608
afx_bs_undistr_porfit,0.006243445901620798,0.4947450990455159,4.0,8.0,0.5614907759388967
afx_cf_im_net_cashflow_oper_act,0.006197454457644078,0.5197961465069008,5.0,8.0,0.43756223691160917
afx_cf_c_recp_cap_contrib,-0.006187477044103313,-0.9412980368712076,2.0,8.0,0.37843471104609266
afx_cf_st_cash_out_act,-0.006184692673788481,-0.5189571360690409,3.0,8.0,0.30414102878340893
afx_bs_sold_for_repur_fa,0.006093926182678715,0.5319324343376054,7.0,8.0,0.23299790620034116
afx_cf_stot_cash_in_fnc_act,-0.005974641228355964,-1.050948302407654,1.0,8.0,0.3558101043242526
afx_bs_loan_oth_bank,0.005917459198757285,0.5528683642454644,7.0,8.0,0.34246585265501084
afx_is_comm_exp,0.005884177507712836,0.713832247640243,7.0,8.0,0.33380936414472046
afx_is_comm_income,0.005871012369626783,0.7265378048554246,7.0,8.0,0.18014545686013395
afx_fi_retainedps,0.0056781749344146345,0.3277502390061238,5.0,8.0,0.15752397600138424
afx_cf_pay_handling_chrg,0.0056578187238513905,0.5831021418008379,7.0,8.0,0.4375390245321463
afx_is_int_exp,0.005614164719736917,0.5733071663198469,7.0,8.0,0.46703147018171415
qf_core_roe_floor_4q,0.005586339790354888,0.3096873508838819,4.0,8.0,0.37651676856540267
afx_fi_invest_capital,-0.005549680645500072,-0.4640462240510232,2.0,8.0,0.3592139580506994
qf_cash_margin_floor_4q,0.005511722771782274,0.5174641064256796,6.0,8.0,0.35857955822044313
afx_bs_pur_resale_fa,0.00545976352041333,0.5422152483066245,7.0,8.0,0.3402108944396713
afx_bs_oth_cur_liab,-0.005437020465749274,-1.21121705014844,0.0,8.0,0.28793109790559884
afx_cf_n_recp_disp_sobu,-0.0054083026287811385,-1.4089478445191523,1.0,8.0,0.14870167507235754
afx_cf_c_recp_return_invest,0.005331054279657894,0.7883065875738102,6.0,8.0,0.34318108032906686
afx_bs_long_pay_total,-0.005290292215179459,-0.7482908507260626,1.0,8.0,0.47094508413802694
afx_bs_lt_payable,-0.005165504773067364,-0.9733082203329989,1.0,8.0,0.3486147499921958
afx_bs_ordin_risk_reser,0.0051458438936010376,0.4620906220587196,7.0,8.0,0.3424923893834303
afx_cf_n_disp_subs_oth_biz,-0.005118225732543235,-0.7759287917652153,1.0,8.0,0.21232837167499632
afx_fi_ebit_ps,-0.004959576438116623,-0.29264398679398745,4.0,8.0,0.3949206170465695
afx_fi_saleexp_to_gr,0.004935997156068669,0.8094121761512565,7.0,8.0,0.26802778383546144
afx_is_int_income,0.0049274585764975416,0.5599338201412509,7.0,8.0,0.45204065453451325
afx_cf_stot_inflows_inv_act,0.004919421026546159,0.911505436580508,6.0,8.0,0.4938553890519528
afx_fi_total_revenue_ps,-0.004864642041784393,-0.6617822817207893,3.0,8.0,0.3077514264828068
afx_fi_revenue_ps,-0.004863681489333229,-0.6611952937357968,3.0,8.0,0.3295865970415531
afx_fi_interst_income,-0.004848071306497059,-0.7354698995102356,1.0,8.0,0.3288384175153669
afx_fi_fcff,0.004777427249221476,0.5518227637836169,6.0,8.0,0.2897537014037756
afx_cf_n_incr_clt_loan_adv,0.00476857817231834,0.9902671301692203,7.0,8.0,0.2609592455995485
afx_fi_daa,0.0046575228762600444,0.7870012042488649,7.0,8.0,0.6016152886250979
afx_cf_eff_fx_flu_cash,0.004644178124038056,0.6922215094198712,5.0,8.0,0.1797731353955933
afx_fi_netdebt,-0.004624070116917676,-0.8733264621303581,1.0,8.0,0.27233991117181083
afx_fi_current_exint,-0.004591740099644318,-0.8734898424906674,1.0,8.0,0.24356802506917632
afx_bs_lt_amor_exp,-0.004589777022673941,-1.0053702778050655,1.0,8.0,0.5757480508189006
afx_bs_oth_cur_assets,-0.004525445298578155,-0.46807171608168324,3.0,8.0,0.29006716015825407
afx_bs_decr_in_disbur,0.004488444867814594,0.6424992056948237,6.0,8.0,0.8220127022445154
afx_cf_n_incr_loans_oth_bank,0.004459057037453164,0.5821150795615089,6.0,8.0,0.20546367922353684
afx_cf_oth_cash_pay_oper_act,-0.004383323371614736,-0.7146385678007507,1.0,8.0,0.13800822209782898
afx_fi_capital_rese_ps,-0.0043715033756536684,-0.4089236067668556,2.0,8.0,0.4882523577494562
efx_lu_final,-0.004316583010820875,-0.25914674759621886,4.0,8.0,0.15823093636983782
afx_bs_oth_comp_income,0.004308582449425637,2.411292259723228,8.0,8.0,0.32355478657474
afx_cf_ifc_cash_incr,0.00424932409653868,0.49106316578434317,7.0,8.0,0.3473154740944033
afx_bs_lt_rec,-0.0042412000811169245,-0.5494807736279685,3.0,8.0,0.2722189129517614
afx_cf_stot_out_inv_act,0.004236600922131185,0.8421865853413626,7.0,8.0,0.29405955297875697
afx_fi_q_op_yoy,0.0042012550581750005,0.9097929060311176,7.0,8.0,0.1279552096025272
afx_bs_deriv_assets,0.004200727462818316,0.4757288039743411,7.0,8.0,0.32209964633079
afx_fi_q_netprofit_yoy,0.0041737482553333895,0.9330781326628421,7.0,8.0,0.4836719456931521
