# 冻结股票池（factor engineering · universe）★ 一经冻结不要修改
# generated_at=2026-09-18 23:13:31
# 口径：主板 ∩ 至今存续 ∩ 从未ST(2016-08-09起) ∩ 上市日≤2018-01-01
# 只数=2115
#
# ⚠️ 代价（用户 2026-09-18 确认接受）：
#   1) 要求『至今存续』→ 引入幸存者偏差（回测收益会被系统性高估）；
#   2) 『从未ST』是事后判据（2019 年 ST 过的票，其 2012–2018 数据也一并剔除）；
#   3) ST 判据 = stock_st_info（type='ST'，官方口径）；
#      ⚠️ 其覆盖只到 2016-08-09 ⇒ 完整含义是『2016-08-09 以来从未 ST』。
#      ⚠️ 不可改用 stock_daily 的 stock_name —— 厂商已把历史名称改成当前名。
#
# ★ 内容哈希会进 fea/engine.py 的 universe_fp：改它 = 触发全部因子全量重建。
#   重新生成：python scripts/build_frozen_universe.py --force
#
# stock_code	list_date	delist_date
002708.SZ	2014-01-21	
002709.SZ	2014-01-23	
002712.SZ	2014-01-23	
002714.SZ	2014-01-28	
002715.SZ	2014-02-19	
002718.SZ	2014-01-28	
002722.SZ	2014-01-28	
002723.SZ	2014-01-29	
002724.SZ	2014-11-04	
002725.SZ	2014-01-29	
002727.SZ	2014-07-02	
002728.SZ	2014-07-31	
002729.SZ	2014-09-12	
002730.SZ	2014-10-09	
002732.SZ	2014-12-05	
002733.SZ	2014-12-03	
002734.SZ	2015-01-27	
002735.SZ	2014-12-03	
002736.SZ	2014-12-29	
002737.SZ	2014-12-30	
002738.SZ	2014-12-30	
002739.SZ	2015-01-22	
002741.SZ	2015-02-16	
002745.SZ	2015-02-17	
002746.SZ	2015-02-16	
002747.SZ	2015-03-20	
002749.SZ	2015-03-20	
002752.SZ	2015-04-22	
002753.SZ	2015-05-19	
002755.SZ	2015-05-15	
002756.SZ	2015-05-15	
002757.SZ	2015-05-27	
002758.SZ	2015-05-27	
002760.SZ	2015-06-11	
002761.SZ	2015-06-10	
002763.SZ	2015-06-10	
002765.SZ	2015-06-12	
002767.SZ	2015-06-12	
002768.SZ	2015-06-30	
002769.SZ	2015-06-29	
002771.SZ	2015-06-29	
002772.SZ	2015-06-26	
002773.SZ	2015-06-26	
002774.SZ	2017-03-24	
002775.SZ	2015-06-29	
002777.SZ	2015-12-31	
002778.SZ	2016-01-06	
002779.SZ	2015-12-09	
002780.SZ	2015-12-09	
002782.SZ	2015-12-22	
002783.SZ	2015-12-09	
002785.SZ	2015-12-23	
002786.SZ	2015-12-23	
002787.SZ	2015-12-31	
002788.SZ	2016-02-18	
002790.SZ	2016-03-08	
002791.SZ	2016-03-29	
002792.SZ	2016-03-28	
002793.SZ	2016-04-15	
002795.SZ	2016-04-28	
002796.SZ	2016-05-10	
002797.SZ	2016-05-11	
002798.SZ	2016-05-25	
002799.SZ	2016-06-08	
002801.SZ	2016-06-22	
002802.SZ	2016-06-29	
002803.SZ	2016-07-12	
002805.SZ	2016-07-07	
002806.SZ	2016-07-26	
002807.SZ	2016-09-02	
002809.SZ	2016-08-23	
002810.SZ	2016-08-26	
002811.SZ	2016-09-08	
002812.SZ	2016-09-14	
002813.SZ	2016-10-12	
002815.SZ	2016-10-12	
002817.SZ	2016-10-25	
002818.SZ	2016-11-09	
002819.SZ	2016-11-11	
002820.SZ	2016-11-18	
002821.SZ	2016-11-18	
002823.SZ	2016-11-24	
002824.SZ	2017-01-12	
002825.SZ	2016-11-29	
002826.SZ	2016-12-09	
002827.SZ	2016-12-09	
002828.SZ	2016-12-08	
002829.SZ	2016-12-13	
002830.SZ	2016-12-13	
002831.SZ	2016-12-16	
002832.SZ	2016-12-23	
002833.SZ	2016-12-28	
002835.SZ	2016-12-28	
002836.SZ	2016-12-29	
002837.SZ	2016-12-29	
002838.SZ	2017-01-06	
002839.SZ	2017-01-24	
002840.SZ	2017-01-10	
002841.SZ	2017-01-19	
002842.SZ	2017-01-19	
002843.SZ	2017-01-20	
002845.SZ	2017-01-25	
002846.SZ	2017-02-07	
002847.SZ	2017-02-08	
002849.SZ	2017-02-17	
002850.SZ	2017-03-02	
002851.SZ	2017-03-06	
002852.SZ	2017-03-10	
002853.SZ	2017-03-10	
002855.SZ	2017-03-21	
002857.SZ	2017-03-23	
002858.SZ	2017-03-24	
002859.SZ	2017-04-07	
002860.SZ	2017-04-12	
002861.SZ	2017-04-13	
002862.SZ	2017-04-11	
002863.SZ	2017-04-18	
002864.SZ	2017-11-16	
002865.SZ	2017-04-25	
002866.SZ	2017-04-26	
002867.SZ	2017-04-27	
002869.SZ	2017-05-15	
002870.SZ	2017-05-15	
002871.SZ	2017-05-11	
002873.SZ	2017-05-19	
002875.SZ	2017-06-01	
002876.SZ	2017-05-25	
002877.SZ	2017-06-05	
002878.SZ	2017-06-06	
002879.SZ	2017-07-07	
002880.SZ	2017-06-16	
002881.SZ	2017-06-22	
002882.SZ	2017-07-17	
002884.SZ	2017-07-11	
002885.SZ	2017-06-27	
002886.SZ	2017-06-27	
002887.SZ	2017-08-01	
002888.SZ	2017-07-21	
002889.SZ	2017-07-31	
002890.SZ	2017-08-02	
002891.SZ	2017-08-21	
002892.SZ	2017-08-17	
002893.SZ	2017-09-15	
002895.SZ	2017-08-25	
002896.SZ	2017-08-29	
002897.SZ	2017-09-07	
002899.SZ	2017-09-15	
002900.SZ	2017-09-22	
002901.SZ	2017-09-22	
002902.SZ	2017-09-29	
002903.SZ	2017-10-13	
002905.SZ	2017-10-16	
002906.SZ	2017-10-13	
002907.SZ	2017-10-20	
002908.SZ	2017-10-20	
002909.SZ	2017-10-26	
002910.SZ	2017-10-31	
002911.SZ	2017-11-22	
002912.SZ	2017-11-21	
002913.SZ	2017-12-01	
002915.SZ	2017-12-05	
002916.SZ	2017-12-13	
002917.SZ	2017-12-08	
002918.SZ	2017-12-19	
002919.SZ	2017-12-18	
002920.SZ	2017-12-26	
002921.SZ	2017-12-27	
002922.SZ	2017-12-29	
600000.SH	1999-11-10	
600004.SH	2003-04-28	
600006.SH	1999-07-27	
600007.SH	1999-03-12	
600008.SH	2000-04-27	
600009.SH	1998-02-18	
600010.SH	2001-03-09	
600011.SH	2001-12-06	
600012.SH	2003-01-07	
600015.SH	2003-09-12	
600016.SH	2000-12-19	
600017.SH	2006-10-17	
600018.SH	2006-10-26	
600019.SH	2000-12-12	
600020.SH	2003-08-08	
600021.SH	2003-10-29	
600022.SH	2004-06-29	
600023.SH	2013-12-19	
600025.SH	2017-12-15	
600026.SH	2002-05-23	
600027.SH	2005-02-03	
600028.SH	2001-08-08	
600029.SH	2003-07-25	
600030.SH	2003-01-06	
600031.SH	2003-07-03	
600033.SH	2001-02-09	
600035.SH	2004-03-10	
600036.SH	2002-04-09	
600037.SH	2001-02-08	
600038.SH	2000-12-18	
600039.SH	2003-03-25	
600048.SH	2006-07-31	
600050.SH	2002-10-09	
600051.SH	1997-04-10	
600052.SH	1997-04-15	
600054.SH	1997-05-06	
600055.SH	1997-05-19	
600056.SH	1997-05-15	
600057.SH	1997-06-04	
600058.SH	1997-05-28	
600059.SH	1997-05-16	
600060.SH	1997-04-22	
600061.SH	1997-05-19	
600062.SH	1997-05-22	
600063.SH	1997-05-28	
600064.SH	1997-05-06	
600066.SH	1997-05-08	
600067.SH	1997-05-08	
600071.SH	1997-05-28	
600072.SH	1997-06-03	
600073.SH	1997-07-04	
600075.SH	1997-06-17	
600076.SH	1997-05-26	
600081.SH	1997-07-03	
600085.SH	1997-06-25	
600088.SH	1997-06-16	
600089.SH	1997-06-18	
600094.SH	1997-07-03	
600095.SH	1997-07-08	
600096.SH	1997-07-09	
600097.SH	1997-06-19	
600098.SH	1997-07-18	
600099.SH	1997-07-04	
600100.SH	1997-06-27	
600101.SH	1997-06-27	
600103.SH	1997-07-03	
600104.SH	1997-11-25	
600105.SH	1997-09-29	
600106.SH	1997-06-18	
600108.SH	1997-08-18	
600109.SH	1997-08-07	
600110.SH	1997-10-07	
600111.SH	1997-09-24	
600113.SH	1997-10-21	
600114.SH	2004-05-11	
600115.SH	1997-11-05	
600116.SH	1997-08-04	
600118.SH	1997-09-08	
600120.SH	1997-12-01	
600123.SH	1998-12-17	
600125.SH	1998-05-11	
600126.SH	1998-03-11	
600127.SH	1998-05-06	
600128.SH	1997-09-01	
600129.SH	1997-11-18	
600131.SH	1998-04-02	
600132.SH	1997-10-30	
600133.SH	1998-02-12	
600135.SH	1998-01-22	
600137.SH	1998-04-16	
600138.SH	1997-12-03	
600141.SH	1999-06-16	
600143.SH	2004-06-23	
600148.SH	1998-05-20	
600151.SH	1998-06-05	
600152.SH	1998-06-09	
600153.SH	1998-06-16	
600155.SH	1998-09-18	
600156.SH	1998-05-27	
600158.SH	1998-03-27	
600159.SH	1998-05-26	
600160.SH	1998-06-26	
600161.SH	1998-06-16	
600162.SH	1998-06-09	
600163.SH	1998-06-02	
600166.SH	1998-06-02	
600167.SH	1999-01-28	
600168.SH	1998-04-27	
600170.SH	1998-06-23	
600171.SH	1998-09-24	
600172.SH	1998-11-26	
600173.SH	1999-04-15	
600176.SH	1999-04-22	
600177.SH	1998-11-19	
600178.SH	1998-10-14	
600183.SH	1998-10-28	
600184.SH	2003-11-06	
600185.SH	1999-06-11	
600188.SH	1998-07-01	
600189.SH	1998-10-07	
600192.SH	1998-12-24	
600195.SH	1999-01-07	
600196.SH	1998-08-07	
600197.SH	1999-09-16	
600199.SH	1998-08-12	
600201.SH	1999-01-15	
600203.SH	1999-05-14	
600206.SH	1999-03-19	
600207.SH	1999-07-14	
600208.SH	1999-06-23	
600210.SH	1999-08-24	
600211.SH	1999-07-21	
600216.SH	1999-10-21	
600217.SH	1999-12-16	
600218.SH	1998-12-03	
600219.SH	1999-12-23	
600222.SH	1999-11-05	
600223.SH	2000-01-13	
600227.SH	2000-02-21	
600229.SH	2000-03-09	
600231.SH	2000-05-11	
600232.SH	2000-06-02	
600233.SH	2000-06-08	
600235.SH	2000-06-15	
600236.SH	2000-03-23	
600237.SH	2000-06-09	
600246.SH	2000-09-22	
600248.SH	2000-06-22	
600249.SH	2004-01-30	
600250.SH	2001-03-06	
600251.SH	2003-06-09	
600252.SH	2000-11-30	
600256.SH	2000-05-26	
600257.SH	2000-06-12	
600258.SH	2000-06-01	
600259.SH	2000-05-25	
600261.SH	2000-07-20	
600262.SH	2000-06-30	
600266.SH	1999-02-03	
600267.SH	2000-07-25	
600268.SH	1999-11-18	
600269.SH	2000-05-18	
600271.SH	2003-07-11	
600272.SH	2001-02-28	
600273.SH	2003-06-27	
600276.SH	2000-10-18	
600278.SH	2000-07-12	
600279.SH	2000-07-31	
600281.SH	2000-11-09	
600282.SH	2000-09-19	
600283.SH	2000-10-18	
600284.SH	2004-03-16	
600285.SH	2000-10-18	
600288.SH	2000-11-29	
600292.SH	2000-11-01	
600293.SH	2000-09-19	
600295.SH	2001-04-26	
600298.SH	2000-08-18	
600299.SH	2000-04-20	
600305.SH	2001-02-06	
600307.SH	2000-12-20	
600308.SH	2000-09-28	
600309.SH	2001-01-05	
600310.SH	2001-02-28	
600312.SH	2001-02-21	
600313.SH	2001-01-19	
600315.SH	2001-03-15	
600316.SH	2000-12-15	
600318.SH	2000-12-08	
600320.SH	2000-12-21	
600322.SH	2001-09-10	
600323.SH	2000-12-25	
600325.SH	2004-02-25	
600326.SH	2001-01-16	
600327.SH	2002-06-25	
600328.SH	2000-12-22	
600329.SH	2001-06-06	
600330.SH	2001-01-18	
600331.SH	2001-12-20	
600332.SH	2001-02-06	
600333.SH	2000-12-11	
600335.SH	2001-03-05	
600336.SH	2000-12-29	
600338.SH	2000-12-27	
600343.SH	2003-04-08	
600345.SH	2000-12-22	
600348.SH	2003-08-21	
600350.SH	2002-03-18	
600351.SH	2002-09-26	
600352.SH	2003-08-01	
600353.SH	2002-11-20	
600356.SH	2001-04-19	
600359.SH	1999-04-29	
600361.SH	2001-11-29	
600362.SH	2002-01-11	
600363.SH	2001-03-29	
600366.SH	2000-10-30	
600367.SH	2001-03-20	
600368.SH	2000-12-21	
600369.SH	2001-01-09	
600371.SH	2002-09-16	
600372.SH	2001-07-06	
600373.SH	2002-03-04	
600376.SH	2001-03-12	
600377.SH	2001-01-16	
600378.SH	2001-01-11	
600379.SH	2002-01-16	
600380.SH	2001-06-08	
600383.SH	2001-04-12	
600386.SH	2001-02-16	
600389.SH	2001-01-10	
600391.SH	2001-12-12	
600392.SH	2003-05-29	
600395.SH	2001-05-31	
600398.SH	2000-12-28	
600400.SH	2001-01-08	
600405.SH	2004-04-01	
600406.SH	2003-10-16	
600409.SH	2003-06-18	
600410.SH	2004-04-27	
600415.SH	2002-05-09	
600418.SH	2001-08-24	
600419.SH	2001-06-28	
600420.SH	2004-06-16	
600422.SH	2000-12-06	
600426.SH	2002-06-20	
600428.SH	2002-04-18	
600429.SH	2003-09-15	
600433.SH	2003-06-19	
600435.SH	2003-07-04	
600436.SH	2003-06-16	
600438.SH	2004-03-02	
600444.SH	2004-02-19	
600446.SH	2003-12-24	
600448.SH	2001-09-03	
600449.SH	2003-08-29	
600452.SH	2004-03-03	
600455.SH	2004-03-29	
600456.SH	2002-04-12	
600458.SH	2002-12-19	
600459.SH	2003-05-16	
600460.SH	2003-03-11	
600461.SH	2004-06-01	
600463.SH	2004-03-18	
600467.SH	2004-04-05	
600468.SH	2001-06-15	
600469.SH	2003-10-21	
600475.SH	2003-07-21	
600477.SH	2003-11-10	
600478.SH	2003-09-18	
600479.SH	2004-03-12	
600480.SH	2003-08-15	
600481.SH	2003-04-22	
600482.SH	2004-07-14	
600483.SH	2004-05-31	
600486.SH	2002-04-25	
600487.SH	2003-08-22	
600488.SH	2001-06-18	
600489.SH	2003-08-14	
600490.SH	2003-06-26	
600493.SH	2004-04-21	
600495.SH	2004-05-26	
600496.SH	2002-06-05	
600497.SH	2004-04-20	
600498.SH	2001-08-23	
600499.SH	2002-10-10	
600500.SH	2000-03-01	
600501.SH	2001-06-15	
600502.SH	2003-04-15	
600503.SH	2002-07-09	
600505.SH	2002-05-30	
600507.SH	2003-09-30	
600508.SH	2001-08-29	
600509.SH	2002-02-28	
600510.SH	2002-06-18	
600511.SH	2002-11-27	
600512.SH	2002-12-26	
600513.SH	2003-03-19	
600516.SH	2002-08-30	
600517.SH	2003-10-10	
600519.SH	2001-08-27	
600521.SH	2003-03-04	
600522.SH	2002-10-24	
600523.SH	2001-12-27	
600527.SH	2003-11-27	
600528.SH	2001-05-28	
600529.SH	2002-06-03	
600531.SH	2002-07-30	
600533.SH	2002-03-28	
600535.SH	2002-08-23	
600536.SH	2002-05-17	
600538.SH	2003-01-14	
600545.SH	2003-12-03	
600547.SH	2003-08-28	
600548.SH	2001-12-25	
600549.SH	2002-11-07	
600550.SH	2001-02-28	
600551.SH	2002-09-05	
600552.SH	2002-11-08	
600557.SH	2002-09-18	
600558.SH	2001-02-27	
600559.SH	2002-10-29	
600560.SH	2002-09-19	
600561.SH	2002-07-16	
600562.SH	2003-01-28	
600563.SH	2002-12-10	
600566.SH	2001-08-22	
600567.SH	2001-12-18	
600569.SH	2001-08-20	
600570.SH	2003-12-16	
600571.SH	2002-11-01	
600572.SH	2004-04-12	
600573.SH	2003-02-26	
600575.SH	2003-03-28	
600576.SH	2003-02-20	
600577.SH	2002-09-11	
600578.SH	2002-05-10	
600579.SH	2002-08-09	
600580.SH	2002-06-06	
600582.SH	2002-05-15	
600583.SH	2002-02-05	
600584.SH	2003-06-03	
600585.SH	2002-02-07	
600586.SH	2002-08-15	
600587.SH	2002-09-27	
600588.SH	2001-05-18	
600590.SH	2002-07-03	
600592.SH	2002-08-05	
600594.SH	2004-03-23	
600596.SH	2001-09-06	
600597.SH	2002-08-28	
600598.SH	2002-03-29	
600600.SH	1993-08-27	
600602.SH	1990-12-19	
600604.SH	1992-03-27	
600605.SH	1992-03-27	
600606.SH	1992-03-27	
600609.SH	1992-07-24	
600611.SH	1992-08-07	
600612.SH	1992-08-14	
600613.SH	1992-08-20	
600616.SH	1992-09-29	
600617.SH	1992-10-13	
600618.SH	1992-11-13	
600619.SH	1992-11-16	
600620.SH	1992-11-17	
600621.SH	1992-12-02	
600622.SH	1992-12-03	
600623.SH	1992-12-04	
600626.SH	1993-01-07	
600628.SH	1993-01-19	
600629.SH	1993-02-09	
600630.SH	1993-02-09	
600633.SH	1993-03-04	
600635.SH	1993-03-04	
600637.SH	1993-03-16	
600638.SH	1993-03-26	
600639.SH	1993-03-26	
600640.SH	1993-04-07	
600641.SH	1993-04-07	
600642.SH	1993-04-16	
600643.SH	1993-04-26	
600644.SH	1993-04-26	
600645.SH	1993-05-04	
600648.SH	1993-05-04	
600649.SH	1993-05-18	
600650.SH	1993-06-07	
600653.SH	1990-12-19	
600655.SH	1992-09-02	
600657.SH	1993-05-24	
600658.SH	1993-05-24	
600660.SH	1993-06-10	
600661.SH	1993-06-14	
600662.SH	1993-06-14	
600663.SH	1993-06-28	
600664.SH	1993-06-29	
600665.SH	1993-07-09	
600667.SH	1993-07-28	
600668.SH	1993-07-28	
600673.SH	1993-09-17	
600674.SH	1993-09-24	
600676.SH	1993-09-28	
600679.SH	1993-10-08	
600681.SH	1993-10-18	
600682.SH	1993-10-18	
600683.SH	1993-10-25	
600684.SH	1993-10-28	
600685.SH	1993-10-28	
600686.SH	1993-11-08	
600688.SH	1993-11-08	
600689.SH	1993-11-08	
600690.SH	1993-11-19	
600691.SH	1993-11-19	
600692.SH	1993-11-19	
600693.SH	1993-11-22	
600694.SH	1993-11-22	
600697.SH	1993-12-06	
600699.SH	1993-12-06	
600703.SH	1996-05-28	
600704.SH	1996-06-06	
600706.SH	1996-05-16	
600707.SH	1996-05-20	
600708.SH	1996-06-06	
600712.SH	1996-06-26	
600713.SH	1996-07-01	
600714.SH	1996-06-06	
600716.SH	1996-07-02	
600717.SH	1996-06-14	
600718.SH	1996-06-18	
600720.SH	1996-07-16	
600722.SH	1996-06-26	
600724.SH	1996-07-16	
600727.SH	1996-07-02	
600728.SH	1996-07-16	
600729.SH	1996-07-02	
600731.SH	1996-08-02	
600736.SH	1996-08-15	
600737.SH	1996-07-31	
600738.SH	1996-08-02	
600739.SH	1996-08-19	
600740.SH	1996-08-08	
600741.SH	1996-08-26	
600742.SH	1996-08-26	
600743.SH	1996-09-09	
600744.SH	1996-09-05	
600746.SH	1996-09-18	
600748.SH	1996-09-25	
600750.SH	1996-09-23	
600751.SH	1996-09-09	
600754.SH	1996-10-11	
600755.SH	1996-10-03	
600756.SH	1996-09-23	
600757.SH	1996-10-03	
600758.SH	1996-10-29	
600761.SH	1996-10-09	
600763.SH	1996-10-30	
600764.SH	1996-11-04	
600765.SH	1996-11-06	
600768.SH	1996-11-11	
600769.SH	1996-11-01	
600770.SH	1996-11-20	
600771.SH	1996-11-05	
600773.SH	1996-11-08	
600774.SH	1996-11-08	
600775.SH	1996-11-18	
600776.SH	1996-11-26	
600779.SH	1996-12-06	
600780.SH	1996-12-05	
600782.SH	1996-12-25	
600783.SH	1996-12-25	
600784.SH	1996-12-25	
600785.SH	1997-01-08	
600787.SH	1997-01-21	
600789.SH	1997-02-26	
600790.SH	1997-02-28	
600791.SH	1997-01-30	
600792.SH	1997-01-23	
600794.SH	1997-03-06	
600795.SH	1997-03-18	
600796.SH	1997-04-08	
600797.SH	1997-04-18	
600798.SH	1997-04-23	
600800.SH	1993-12-06	
600801.SH	1994-01-03	
600802.SH	1994-01-03	
600803.SH	1994-01-03	
600805.SH	1994-01-03	
600808.SH	1994-01-06	
600809.SH	1994-01-06	
600810.SH	1994-01-06	
600812.SH	1994-01-14	
600814.SH	1994-01-14	
600819.SH	1994-01-28	
600820.SH	1994-01-28	
600822.SH	1994-02-04	
600824.SH	1994-02-04	
600825.SH	1994-02-04	
600826.SH	1994-02-04	
600827.SH	1994-02-04	
600828.SH	1994-02-24	
600829.SH	1994-02-24	
600830.SH	1994-02-24	
600833.SH	1994-02-24	
600834.SH	1994-02-24	
600835.SH	1994-02-24	
600838.SH	1994-02-24	
600839.SH	1994-03-11	
600841.SH	1994-03-11	
600843.SH	1994-03-11	
600845.SH	1994-03-11	
600846.SH	1994-03-11	
600848.SH	1994-03-24	
600850.SH	1994-03-24	
600851.SH	1994-04-04	
600853.SH	1994-04-04	
600854.SH	1994-04-25	
600855.SH	1994-04-25	
600857.SH	1994-04-25	
600858.SH	1994-05-06	
600859.SH	1994-05-06	
600861.SH	1994-05-20	
600862.SH	1994-05-20	
600863.SH	1994-05-20	
600864.SH	1994-08-09	
600865.SH	1994-08-09	
600867.SH	1994-08-24	
600868.SH	1994-09-12	
600869.SH	1995-02-06	
600872.SH	1995-01-24	
600873.SH	1995-02-17	
600874.SH	1995-06-30	
600875.SH	1995-10-10	
600876.SH	1995-10-31	
600879.SH	1995-11-15	
600880.SH	1995-11-15	
600881.SH	1995-11-15	
600882.SH	1995-12-06	
600883.SH	1995-12-08	
600884.SH	1996-01-30	
600885.SH	1996-02-05	
600886.SH	1996-01-18	
600887.SH	1996-03-12	
600888.SH	1996-02-15	
600893.SH	1996-04-08	
600894.SH	1996-03-28	
600895.SH	1996-04-22	
600897.SH	1996-05-31	
600900.SH	2003-11-18	
600903.SH	2017-11-07	
600908.SH	2016-09-23	
600909.SH	2016-12-06	
600917.SH	2014-09-30	
600919.SH	2016-08-02	
600926.SH	2016-10-27	
600933.SH	2017-11-17	
600936.SH	2016-08-15	
600939.SH	2017-02-21	
600958.SH	2015-03-23	
600959.SH	2015-04-28	
600960.SH	2004-04-07	
600961.SH	2004-08-30	
600962.SH	2004-06-22	
600963.SH	2004-05-25	
600966.SH	2004-06-08	
600967.SH	2004-05-18	
600969.SH	2004-04-08	
600970.SH	2005-04-12	
600971.SH	2004-08-17	
600973.SH	2004-08-02	
600975.SH	2004-06-09	
600976.SH	2004-04-19	
600977.SH	2016-08-09	
600979.SH	2004-09-06	
600980.SH	2004-05-12	
600981.SH	2004-06-30	
600982.SH	2004-07-06	
600983.SH	2004-07-27	
600984.SH	2004-07-07	
600985.SH	2004-04-28	
600986.SH	2004-04-26	
600987.SH	2004-08-09	
600988.SH	2004-04-14	
600990.SH	2004-05-10	
600992.SH	2004-05-14	
600993.SH	2004-05-17	
600995.SH	2004-06-15	
600996.SH	2016-12-26	
600997.SH	2004-06-02	
600998.SH	2010-11-02	
600999.SH	2009-11-17	
601000.SH	2010-07-05	
601001.SH	2006-06-23	
601002.SH	2007-01-26	
601003.SH	2007-02-27	
601006.SH	2006-08-01	
601007.SH	2007-04-06	
601008.SH	2007-04-26	
601009.SH	2007-07-19	
601011.SH	2011-03-09	
601012.SH	2012-04-11	
601015.SH	2014-11-05	
601016.SH	2014-09-29	
601018.SH	2010-09-28	
601019.SH	2017-11-22	
601021.SH	2015-01-21	
601038.SH	2012-08-08	
601058.SH	2011-06-30	
601069.SH	2015-01-22	
601086.SH	2017-09-29	
601088.SH	2007-10-09	
601098.SH	2010-10-28	
601099.SH	2007-12-28	
601100.SH	2011-10-28	
601101.SH	2010-03-31	
601107.SH	2009-07-27	
601108.SH	2017-10-24	
601111.SH	2006-08-18	
601116.SH	2011-03-02	
601117.SH	2010-01-07	
601118.SH	2011-01-07	
601126.SH	2010-12-31	
601127.SH	2016-06-15	
601128.SH	2016-09-30	
601137.SH	2011-01-27	
601139.SH	2009-12-25	
601155.SH	2015-12-04	
601158.SH	2010-03-29	
601163.SH	2016-09-09	
601166.SH	2007-02-05	
601168.SH	2007-07-12	
601169.SH	2007-09-19	
601177.SH	2010-10-11	
601179.SH	2010-01-28	
601186.SH	2008-03-10	
601188.SH	2010-03-19	
601198.SH	2015-02-26	
601199.SH	2011-03-17	
601200.SH	2017-03-31	
601208.SH	2011-05-20	
601211.SH	2015-06-26	
601212.SH	2017-02-15	
601216.SH	2011-02-22	
601218.SH	2011-05-06	
601222.SH	2011-08-08	
601225.SH	2014-01-28	
601226.SH	2014-12-11	
601228.SH	2017-03-29	
601229.SH	2016-11-16	
601231.SH	2012-02-20	
601233.SH	2011-05-18	
601238.SH	2012-03-29	
601288.SH	2010-07-15	
601311.SH	2011-06-02	
601318.SH	2007-03-01	
601326.SH	2017-08-16	
601328.SH	2007-05-15	
601333.SH	2006-12-22	
601336.SH	2011-12-16	
601339.SH	2012-06-12	
601360.SH	2012-01-16	
601366.SH	2017-04-12	
601368.SH	2015-06-12	
601369.SH	2010-04-28	
601375.SH	2017-01-03	
601377.SH	2010-10-13	
601388.SH	2012-04-23	
601390.SH	2007-12-03	
601398.SH	2006-10-27	
601500.SH	2016-09-19	
601515.SH	2012-02-16	
601518.SH	2010-03-19	
601555.SH	2011-12-12	
601566.SH	2011-05-30	
601567.SH	2011-06-15	
601579.SH	2014-08-25	
601588.SH	2006-10-16	
601595.SH	2016-08-17	
601599.SH	2011-05-27	
601600.SH	2007-04-30	
601601.SH	2007-12-25	
601607.SH	1994-03-24	
601608.SH	2012-07-06	
601611.SH	2016-06-06	
601616.SH	2011-02-01	
601618.SH	2009-09-21	
601619.SH	2017-07-20	
601628.SH	2007-01-09	
601633.SH	2011-09-28	
601636.SH	2011-08-12	
601666.SH	2006-11-23	
601668.SH	2009-07-29	
601669.SH	2011-10-18	
601677.SH	2011-09-19	
601678.SH	2010-02-23	
601688.SH	2010-02-26	
601689.SH	2015-03-19	
601699.SH	2006-09-22	
601700.SH	2011-01-18	
601717.SH	2010-08-03	
601727.SH	2008-12-05	
601766.SH	2008-08-18	
601788.SH	2009-08-18	
601789.SH	2011-08-16	
601799.SH	2011-02-01	
601800.SH	2012-03-09	
601801.SH	2010-01-18	
601808.SH	2007-09-28	
601811.SH	2016-08-08	
601818.SH	2010-08-18	
601857.SH	2007-11-05	
601858.SH	2017-01-18	
601866.SH	2007-12-12	
601872.SH	2006-12-01	
601877.SH	2010-01-21	
601878.SH	2017-06-26	
601880.SH	2010-12-06	
601881.SH	2017-01-23	
601882.SH	2016-11-07	
601886.SH	2011-08-18	
601888.SH	2009-10-15	
601890.SH	2010-12-28	
601898.SH	2008-02-01	
601899.SH	2008-04-25	
601900.SH	2016-02-15	
601901.SH	2011-08-10	
601908.SH	2011-09-08	
601919.SH	2007-06-26	
601928.SH	2011-11-30	
601929.SH	2012-02-23	
601933.SH	2010-12-15	
601939.SH	2007-09-25	
601949.SH	2017-08-21	
601952.SH	2017-05-15	
601958.SH	2008-04-17	
601965.SH	2012-06-11	
601966.SH	2016-07-06	
601968.SH	2015-06-11	
601969.SH	2014-12-09	
601985.SH	2015-06-10	
601988.SH	2006-07-05	
601991.SH	2006-12-20	
601992.SH	2011-03-01	
601996.SH	2011-09-29	
601997.SH	2016-08-16	
601998.SH	2007-04-27	
601999.SH	2007-12-21	
603000.SH	2012-04-27	
603002.SH	2012-05-18	
603005.SH	2014-02-10	
603006.SH	2014-06-30	
603009.SH	2014-07-18	
603010.SH	2014-10-10	
603011.SH	2014-11-07	
603012.SH	2015-03-20	
603015.SH	2015-03-03	
603016.SH	2016-07-01	
603017.SH	2014-12-31	
603018.SH	2014-10-13	
603019.SH	2014-11-06	
603020.SH	2015-03-25	
603022.SH	2015-05-18	
603025.SH	2015-04-22	
603026.SH	2015-05-29	
603027.SH	2016-03-07	
603028.SH	2016-03-31	
603029.SH	2016-04-27	
603031.SH	2016-08-22	
603033.SH	2016-12-07	
603035.SH	2017-01-05	
603036.SH	2016-12-09	
603037.SH	2017-01-20	
603038.SH	2017-01-16	
603040.SH	2017-02-09	
603041.SH	2017-03-30	
603042.SH	2017-06-02	
603043.SH	2017-06-27	
603050.SH	2017-04-14	
603055.SH	2017-09-21	
603058.SH	2016-12-23	
603060.SH	2016-11-09	
603063.SH	2017-07-28	
603066.SH	2015-06-11	
603067.SH	2016-09-13	
603069.SH	2016-07-12	
603076.SH	2017-11-13	
603077.SH	2012-07-31	
603078.SH	2017-04-10	
603079.SH	2017-08-23	
